Country	Date	Cases	Recovered	Deaths
Bangladesh	2020-05-24	33610	6901	480
Bangladesh	2020-05-25	35585	7334	501
Bangladesh	2020-05-26	36751	7579	522
Bangladesh	2020-05-27	38292	7925	544
Bangladesh	2020-05-28	40321	8425	559
Bangladesh	2020-05-29	42844	9015	582
Bangladesh	2020-05-30	44608	9375	610
Bangladesh	2020-05-31	47153	9781	650
Bangladesh	2020-06-01	49534	10597	672
Bangladesh	2020-06-02	52445	11120	709
Bangladesh	2020-06-03	55140	11590	746
Bangladesh	2020-06-04	57563	12161	781
Bangladesh	2020-06-05	60391	12804	811
Bangladesh	2020-06-06	63026	13325	846
Bangladesh	2020-06-07	65769	13903	888
Bangladesh	2020-06-08	68504	14560	930
Bangladesh	2020-06-09	71675	15337	975
Bangladesh	2020-06-10	74865	15900	1012
Bangladesh	2020-06-11	78052	16747	1049
Bangladesh	2020-06-12	81523	17249	1095
Bangladesh	2020-06-13	84379	17828	1139
Bangladesh	2020-06-14	87520	18730	1171
Bangladesh	2020-06-15	90619	18731	1209
Bangladesh	2020-06-16	94481	36264	1262
Bangladesh	2020-06-17	98489	38189	1305
Bangladesh	2020-06-18	102292	40164	1343
Bangladesh	2020-06-19	105535	42945	1388
Bangladesh	2020-06-20	108775	43993	1425
Bangladesh	2020-06-21	112306	45077	1464
Bangladesh	2020-06-22	115786	46755	1502
Bangladesh	2020-06-23	119198	47635	1545
Bangladesh	2020-06-24	122660	49666	1582
Bangladesh	2020-06-25	126606	51495	1621
Bangladesh	2020-06-26	130474	53133	1661
Bangladesh	2020-06-27	133978	54318	1695
Bangladesh	2020-06-28	137787	55727	1738
Bangladesh	2020-06-29	141801	57780	1783
Bangladesh	2020-06-30	145483	59624	1847
Bangladesh	2020-07-01	149258	62108	1888
Bangladesh	2020-07-02	153277	66442	1926
Bangladesh	2020-07-03	156391	68048	1968
Bangladesh	2020-07-04	159679	70721	1997
Bangladesh	2020-07-05	162417	72625	2052
Bangladesh	2020-07-06	165618	76149	2096
Bangladesh	2020-07-07	168645	78102	2151
Bangladesh	2020-07-08	172134	80838	2197
Bangladesh	2020-07-09	175494	84544	2238
Bangladesh	2020-07-10	178443	86406	2275
Bangladesh	2020-07-11	181129	88034	2305
Bangladesh	2020-07-12	183795	93614	2352
Bangladesh	2020-07-13	186894	98317	2391
Bangladesh	2020-07-14	190057	103227	2424
Bangladesh	2020-07-15	193590	105523	2457
Bangladesh	2020-07-16	196323	106963	2496
Bangladesh	2020-07-17	199357	108725	2547
Bangladesh	2020-07-18	202066	110098	2581
Belgium	2020-01-22	0	0	0
Belgium	2020-01-23	0	0	0
Belgium	2020-01-24	0	0	0
Belgium	2020-01-25	0	0	0
Belgium	2020-01-26	0	0	0
Belgium	2020-01-27	0	0	0
Belgium	2020-01-28	0	0	0
Belgium	2020-01-29	0	0	0
Belgium	2020-01-30	0	0	0
Belgium	2020-01-31	0	0	0
Belgium	2020-02-01	0	0	0
Belgium	2020-02-02	0	0	0
Belgium	2020-02-03	0	0	0
Belgium	2020-02-04	1	0	0
Belgium	2020-02-05	1	0	0
Belgium	2020-02-06	1	0	0
Belgium	2020-02-07	1	0	0
Belgium	2020-02-08	1	0	0
Belgium	2020-02-09	1	0	0
Belgium	2020-02-10	1	0	0
Belgium	2020-02-11	1	0	0
Belgium	2020-02-12	1	0	0
Belgium	2020-02-13	1	0	0
Belgium	2020-02-14	1	0	0
Belgium	2020-02-15	1	0	0
Belgium	2020-02-16	1	0	0
Belgium	2020-02-17	1	1	0
Belgium	2020-02-18	1	1	0
Belgium	2020-02-19	1	1	0
Belgium	2020-02-20	1	1	0
Belgium	2020-02-21	1	1	0
Belgium	2020-02-22	1	1	0
Belgium	2020-02-23	1	1	0
Belgium	2020-02-24	1	1	0
Belgium	2020-02-25	1	1	0
Belgium	2020-02-26	1	1	0
Belgium	2020-02-27	1	1	0
Belgium	2020-02-28	1	1	0
Belgium	2020-02-29	1	1	0
Belgium	2020-03-01	2	1	0
Belgium	2020-03-02	8	1	0
Belgium	2020-03-03	13	1	0
Belgium	2020-03-04	23	1	0
Belgium	2020-03-05	50	1	0
Belgium	2020-03-06	109	1	0
Belgium	2020-03-07	169	1	0
Belgium	2020-03-08	200	1	0
Belgium	2020-03-09	239	1	0
Belgium	2020-03-10	267	1	0
Belgium	2020-03-11	314	1	3
Belgium	2020-03-12	314	1	3
Belgium	2020-03-13	559	1	3
Belgium	2020-03-14	689	1	4
Belgium	2020-03-15	886	1	4
Belgium	2020-03-16	1058	1	5
Belgium	2020-03-17	1243	1	10
Belgium	2020-03-18	1486	31	14
Belgium	2020-03-19	1795	31	21
Belgium	2020-03-20	2257	1	37
Belgium	2020-03-21	2815	263	67
Belgium	2020-03-22	3401	263	75
Belgium	2020-03-23	3743	263	88
Belgium	2020-03-24	4269	461	122
Belgium	2020-03-25	4937	547	178
Belgium	2020-03-26	6235	675	220
Belgium	2020-03-27	7284	858	289
Belgium	2020-03-28	9134	1063	353
Belgium	2020-03-29	10836	1359	431
Belgium	2020-03-30	11899	1527	513
Belgium	2020-03-31	12775	1696	705
Belgium	2020-04-01	13964	2132	828
Belgium	2020-04-02	15348	2495	1011
Belgium	2020-04-03	16770	2872	1143
Belgium	2020-04-04	18431	3247	1283
Belgium	2020-04-05	19691	3751	1447
Belgium	2020-04-06	20814	3986	1632
Belgium	2020-04-07	22194	4157	2035
Belgium	2020-04-08	23403	4681	2240
Belgium	2020-04-09	24983	5164	2523
Belgium	2020-04-10	26667	5568	3019
Belgium	2020-04-11	28018	5986	3346
Belgium	2020-04-12	29647	6463	3600
Belgium	2020-04-13	30589	6707	3903
Belgium	2020-04-14	31119	6868	4157
Belgium	2020-04-15	33573	7107	4440
Belgium	2020-04-16	34809	7562	4857
Belgium	2020-04-17	36138	7961	5163
Belgium	2020-04-18	37183	8348	5453
Belgium	2020-04-19	38496	8757	5683
Belgium	2020-04-20	39983	8895	5828
Belgium	2020-04-21	40956	9002	5998
Belgium	2020-04-22	41889	9433	6262
Belgium	2020-04-23	42797	9800	6490
Belgium	2020-04-24	44293	10122	6679
Belgium	2020-04-25	45325	10417	6917
Belgium	2020-04-26	46134	10785	7094
Belgium	2020-04-27	46687	10878	7207
Belgium	2020-04-28	47334	10943	7331
Belgium	2020-04-29	47859	11283	7501
Belgium	2020-04-30	48519	11576	7594
Belgium	2020-05-01	49032	11892	7703
Belgium	2020-05-02	49517	12211	7765
Belgium	2020-05-03	49906	12309	7844
Belgium	2020-05-04	50267	12378	7924
Belgium	2020-05-05	50509	12441	8016
Belgium	2020-05-06	50781	12731	8339
Belgium	2020-05-07	51420	12980	8415
Belgium	2020-05-08	52011	13201	8521
Belgium	2020-05-09	52596	13411	8581
Belgium	2020-05-10	53081	13642	8656
Belgium	2020-05-11	53449	13697	8707
Belgium	2020-05-12	53779	13732	8761
Belgium	2020-05-13	53981	13937	8843
Belgium	2020-05-14	54288	14111	8903
Belgium	2020-05-15	54644	14301	8959
Belgium	2020-05-16	54989	14460	9005
Belgium	2020-05-17	55280	14630	9052
Belgium	2020-05-18	55559	14657	9080
Belgium	2020-05-19	55791	14687	9108
Belgium	2020-05-20	55983	14847	9150
Belgium	2020-05-21	56235	14988	9186
Belgium	2020-05-22	56511	15123	9212
Belgium	2020-05-23	56810	15155	9237
Belgium	2020-05-24	57092	15272	9280
Belgium	2020-05-25	57342	15297	9312
Belgium	2020-05-26	57455	15320	9334
Belgium	2020-05-27	57592	15465	9364
Belgium	2020-05-28	57849	15572	9388
Belgium	2020-05-29	58061	15682	9430
Belgium	2020-05-30	58186	15769	9453
Belgium	2020-05-31	58381	15887	9467
Belgium	2020-06-01	58517	15919	9486
Belgium	2020-06-02	58615	15934	9505
Belgium	2020-06-03	58685	15959	9522
Belgium	2020-06-04	58767	16048	9548
Belgium	2020-06-05	58907	16112	9566
Belgium	2020-06-06	59072	16190	9580
Belgium	2020-06-07	59226	16291	9595
Belgium	2020-06-08	59348	16315	9606
Belgium	2020-06-09	59437	16324	9619
Belgium	2020-06-10	59569	16392	9629
Belgium	2020-06-11	59711	16453	9636
Belgium	2020-06-12	59819	16498	9646
Belgium	2020-06-13	59918	16547	9650
Belgium	2020-06-14	60029	16589	9655
Belgium	2020-06-15	60100	16610	9661
Belgium	2020-06-16	60155	16625	9663
Belgium	2020-06-17	60244	16684	9675
Belgium	2020-06-18	60348	16724	9683
Belgium	2020-06-19	60476	16751	9695
Belgium	2020-06-20	60550	16771	9696
Belgium	2020-06-21	60550	16771	9696
Belgium	2020-06-22	60550	16771	9696
Belgium	2020-06-23	60810	16771	9713
Belgium	2020-06-24	60898	16771	9722
Belgium	2020-06-25	61007	16890	9726
Belgium	2020-06-26	61106	16918	9731
Belgium	2020-06-27	61209	16941	9732
Belgium	2020-06-28	61295	16941	9732
Belgium	2020-06-29	61361	16941	9732
Belgium	2020-06-30	61427	16984	9747
Belgium	2020-07-01	61509	17021	9754
Belgium	2020-07-02	61598	17044	9761
Belgium	2020-07-03	61727	17073	9765
Belgium	2020-07-04	61838	17091	9771
Belgium	2020-07-05	62016	17091	9771
Belgium	2020-07-06	62058	17091	9774
Belgium	2020-07-07	62058	17122	9774
Belgium	2020-07-08	62123	17138	9776
Belgium	2020-07-09	62210	17159	9778
Belgium	2020-07-10	62357	17179	9781
Belgium	2020-07-11	62469	17196	9782
Belgium	2020-07-12	62707	17196	9782
Belgium	2020-07-13	62707	17196	9782
Belgium	2020-07-14	62781	17223	9787
Belgium	2020-07-15	62872	17242	9788
Belgium	2020-07-16	63238	17253	9795
Belgium	2020-07-17	63499	17289	9800
Belgium	2020-07-18	63706	17289	9800
Brazil	2020-01-22	0	0	0
Brazil	2020-01-23	0	0	0
Brazil	2020-01-24	0	0	0
Brazil	2020-01-25	0	0	0
Brazil	2020-01-26	0	0	0
Brazil	2020-01-27	0	0	0
Brazil	2020-01-28	0	0	0
Brazil	2020-01-29	0	0	0
Brazil	2020-01-30	0	0	0
Brazil	2020-01-31	0	0	0
Brazil	2020-02-01	0	0	0
Brazil	2020-02-02	0	0	0
Brazil	2020-02-03	0	0	0
Brazil	2020-02-04	0	0	0
Brazil	2020-02-05	0	0	0
Brazil	2020-02-06	0	0	0
Brazil	2020-02-07	0	0	0
Brazil	2020-02-08	0	0	0
Brazil	2020-02-09	0	0	0
Brazil	2020-02-10	0	0	0
Brazil	2020-02-11	0	0	0
Brazil	2020-02-12	0	0	0
Brazil	2020-02-13	0	0	0
Brazil	2020-02-14	0	0	0
Brazil	2020-02-15	0	0	0
Brazil	2020-02-16	0	0	0
Brazil	2020-02-17	0	0	0
Brazil	2020-02-18	0	0	0
Brazil	2020-02-19	0	0	0
Brazil	2020-02-20	0	0	0
Brazil	2020-02-21	0	0	0
Brazil	2020-02-22	0	0	0
Brazil	2020-02-23	0	0	0
Brazil	2020-02-24	0	0	0
Brazil	2020-02-25	0	0	0
Brazil	2020-02-26	1	0	0
Brazil	2020-02-27	1	0	0
Brazil	2020-02-28	1	0	0
Brazil	2020-02-29	2	0	0
Brazil	2020-03-01	2	0	0
Brazil	2020-03-02	2	0	0
Brazil	2020-03-03	2	0	0
Brazil	2020-03-04	4	0	0
Brazil	2020-03-05	4	0	0
Brazil	2020-03-06	13	0	0
Brazil	2020-03-07	13	0	0
Brazil	2020-03-08	20	0	0
Brazil	2020-03-09	25	0	0
Brazil	2020-03-10	31	0	0
Brazil	2020-03-11	38	0	0
Brazil	2020-03-12	52	0	0
Brazil	2020-03-13	151	0	0
Brazil	2020-03-14	151	0	0
Brazil	2020-03-15	162	0	0
Brazil	2020-03-16	200	1	0
Brazil	2020-03-17	321	2	1
Brazil	2020-03-18	372	2	3
Brazil	2020-03-19	621	2	6
Brazil	2020-03-20	793	2	11
Brazil	2020-03-21	1021	2	15
Brazil	2020-03-22	1546	2	25
Brazil	2020-03-23	1924	2	34
Brazil	2020-03-24	2247	2	46
Brazil	2020-03-25	2554	2	59
Brazil	2020-03-26	2985	6	77
Brazil	2020-03-27	3417	6	92
Brazil	2020-03-28	3904	6	111
Brazil	2020-03-29	4256	6	136
Brazil	2020-03-30	4579	120	159
Brazil	2020-03-31	5717	127	201
Brazil	2020-04-01	6836	127	240
Brazil	2020-04-02	8044	127	324
Brazil	2020-04-03	9056	127	359
Brazil	2020-04-04	10360	127	445
Brazil	2020-04-05	11130	127	486
Brazil	2020-04-06	12161	127	564
Brazil	2020-04-07	14034	127	686
Brazil	2020-04-08	16170	127	819
Brazil	2020-04-09	18092	173	950
Brazil	2020-04-10	19638	173	1057
Brazil	2020-04-11	20727	173	1124
Brazil	2020-04-12	22192	173	1223
Brazil	2020-04-13	23430	173	1328
Brazil	2020-04-14	25262	3046	1532
Brazil	2020-04-15	28320	14026	1736
Brazil	2020-04-16	30425	14026	1924
Brazil	2020-04-17	33682	14026	2141
Brazil	2020-04-18	36658	14026	2354
Brazil	2020-04-19	38654	22130	2462
Brazil	2020-04-20	40743	22130	2587
Brazil	2020-04-21	43079	22991	2741
Brazil	2020-04-22	45757	25318	2906
Brazil	2020-04-23	50036	26573	3331
Brazil	2020-04-24	54043	27655	3704
Brazil	2020-04-25	59324	29160	4057
Brazil	2020-04-26	63100	30152	4286
Brazil	2020-04-27	67446	31142	4603
Brazil	2020-04-28	73235	32544	5083
Brazil	2020-04-29	79685	34132	5513
Brazil	2020-04-30	87187	35935	6006
Brazil	2020-05-01	92202	38039	6412
Brazil	2020-05-02	97100	40937	6761
Brazil	2020-05-03	101826	42991	7051
Brazil	2020-05-04	108620	45815	7367
Brazil	2020-05-05	115455	48221	7938
Brazil	2020-05-06	126611	51370	8588
Brazil	2020-05-07	135773	55350	9190
Brazil	2020-05-08	146894	59297	10017
Brazil	2020-05-09	156061	61685	10656
Brazil	2020-05-10	162699	64957	11123
Brazil	2020-05-11	169594	67384	11653
Brazil	2020-05-12	178214	72597	12461
Brazil	2020-05-13	190137	78424	13240
Brazil	2020-05-14	203165	79479	13999
Brazil	2020-05-15	220291	84970	14962
Brazil	2020-05-16	233511	89672	15662
Brazil	2020-05-17	241080	94122	16118
Brazil	2020-05-18	255368	100459	16853
Brazil	2020-05-19	271885	106794	17983
Brazil	2020-05-20	291579	116683	18859
Brazil	2020-05-21	310087	125960	20047
Brazil	2020-05-22	330890	135430	21048
Brazil	2020-05-23	347398	142587	22013
Brazil	2020-05-24	363211	149911	22666
Brazil	2020-05-25	374898	153833	23473
Brazil	2020-05-26	391222	158593	24512
Brazil	2020-05-27	411821	166647	25598
Brazil	2020-05-28	438238	177604	26754
Brazil	2020-05-29	465166	189476	27878
Brazil	2020-05-30	498440	200892	28834
Brazil	2020-05-31	514849	206555	29314
Brazil	2020-06-01	526447	211080	29937
Brazil	2020-06-02	555383	223638	31199
Brazil	2020-06-03	584016	238617	32548
Brazil	2020-06-04	614941	254963	34021
Brazil	2020-06-05	645771	266940	35026
Brazil	2020-06-06	672846	277149	35930
Brazil	2020-06-07	691758	283952	36455
Brazil	2020-06-08	707412	378257	37134
Brazil	2020-06-09	739503	396737	38406
Brazil	2020-06-10	772416	413916	39680
Brazil	2020-06-11	802828	429965	40919
Brazil	2020-06-12	828810	445123	41828
Brazil	2020-06-13	850514	459436	42720
Brazil	2020-06-14	867624	469141	43332
Brazil	2020-06-15	888271	477709	43959
Brazil	2020-06-16	923189	490005	45241
Brazil	2020-06-17	955377	521046	46510
Brazil	2020-06-18	978142	534580	47748
Brazil	2020-06-19	1032913	551631	48954
Brazil	2020-06-20	1067579	576779	49976
Brazil	2020-06-21	1083341	588118	50591
Brazil	2020-06-22	1106470	601736	51271
Brazil	2020-06-23	1145906	627963	52645
Brazil	2020-06-24	1188631	660469	53830
Brazil	2020-06-25	1228114	679524	54971
Brazil	2020-06-26	1274974	702399	55961
Brazil	2020-06-27	1313667	727715	57070
Brazil	2020-06-28	1344143	746018	57622
Brazil	2020-06-29	1368195	757811	58314
Brazil	2020-06-30	1402041	788318	59594
Brazil	2020-07-01	1448753	817642	60632
Brazil	2020-07-02	1496858	957692	61884
Brazil	2020-07-03	1539081	984615	63174
Brazil	2020-07-04	1577004	990731	64265
Brazil	2020-07-05	1603055	1029045	64867
Brazil	2020-07-06	1623284	1062542	65487
Brazil	2020-07-07	1668589	1107012	66741
Brazil	2020-07-08	1713160	1139844	67964
Brazil	2020-07-09	1755779	1171447	69184
Brazil	2020-07-10	1800827	1217361	70398
Brazil	2020-07-11	1839850	1244088	71469
Brazil	2020-07-12	1864681	1264843	72100
Brazil	2020-07-13	1884967	1291251	72833
Brazil	2020-07-14	1926824	1323425	74133
Brazil	2020-07-15	1966748	1350098	75366
Brazil	2020-07-16	2012151	1397531	76688
Brazil	2020-07-17	2046328	1428520	77851
Brazil	2020-07-18	2074860	1447408	78772
Canada	2020-01-22	0	0	0
Canada	2020-01-23	0	0	0
Canada	2020-01-24	0	0	0
Canada	2020-01-25	0	0	0
Canada	2020-01-26	1	0	0
Canada	2020-01-27	1	0	0
Canada	2020-01-28	2	0	0
Canada	2020-01-29	2	0	0
Canada	2020-01-30	2	0	0
Canada	2020-01-31	4	0	0
Canada	2020-02-01	4	0	0
Canada	2020-02-02	4	0	0
Canada	2020-02-03	4	0	0
Canada	2020-02-04	4	0	0
Canada	2020-02-05	5	0	0
Canada	2020-02-06	5	0	0
Canada	2020-02-07	7	0	0
Canada	2020-02-08	7	0	0
Canada	2020-02-09	7	0	0
Canada	2020-02-10	7	0	0
Canada	2020-02-11	7	0	0
Canada	2020-02-12	7	1	0
Canada	2020-02-13	7	1	0
Canada	2020-02-14	7	1	0
Canada	2020-02-15	7	1	0
Canada	2020-02-16	7	1	0
Canada	2020-02-17	8	1	0
Canada	2020-02-18	8	1	0
Canada	2020-02-19	8	1	0
Canada	2020-02-20	8	1	0
Canada	2020-02-21	9	3	0
Canada	2020-02-22	9	3	0
Canada	2020-02-23	9	3	0
Canada	2020-02-24	10	3	0
Canada	2020-02-25	11	3	0
Canada	2020-02-26	11	3	0
Canada	2020-02-27	13	6	0
Canada	2020-02-28	14	6	0
Canada	2020-02-29	20	6	0
Canada	2020-03-01	24	6	0
Canada	2020-03-02	27	6	0
Canada	2020-03-03	30	6	0
Canada	2020-03-04	33	6	0
Canada	2020-03-05	37	6	0
Canada	2020-03-06	49	6	0
Canada	2020-03-07	54	8	0
Canada	2020-03-08	64	8	0
Canada	2020-03-09	77	8	1
Canada	2020-03-10	79	8	1
Canada	2020-03-11	108	8	1
Canada	2020-03-12	117	8	1
Canada	2020-03-13	193	8	1
Canada	2020-03-14	198	8	1
Canada	2020-03-15	252	8	1
Canada	2020-03-16	415	9	4
Canada	2020-03-17	478	9	5
Canada	2020-03-18	657	9	8
Canada	2020-03-19	800	9	9
Canada	2020-03-20	943	9	12
Canada	2020-03-21	1277	10	19
Canada	2020-03-22	1469	10	21
Canada	2020-03-23	2088	10	25
Canada	2020-03-24	2790	110	26
Canada	2020-03-25	3251	183	30
Canada	2020-03-26	4042	184	38
Canada	2020-03-27	4682	256	54
Canada	2020-03-28	5576	466	61
Canada	2020-03-29	6280	466	64
Canada	2020-03-30	7398	466	80
Canada	2020-03-31	8527	1592	101
Canada	2020-04-01	9560	1324	109
Canada	2020-04-02	11284	1735	139
Canada	2020-04-03	12437	2175	179
Canada	2020-04-04	12978	2577	218
Canada	2020-04-05	15756	3012	259
Canada	2020-04-06	16563	3256	339
Canada	2020-04-07	17872	3791	375
Canada	2020-04-08	19141	4154	407
Canada	2020-04-09	20654	5162	503
Canada	2020-04-10	22059	5855	557
Canada	2020-04-11	23316	6589	654
Canada	2020-04-12	24299	7123	714
Canada	2020-04-13	25680	7758	781
Canada	2020-04-14	27035	8210	901
Canada	2020-04-15	28209	8966	1008
Canada	2020-04-16	30809	9698	1259
Canada	2020-04-17	32814	10545	1356
Canada	2020-04-18	34356	10964	1401
Canada	2020-04-19	35633	11847	1565
Canada	2020-04-20	37658	12543	1727
Canada	2020-04-21	39402	13188	1910
Canada	2020-04-22	41663	14454	2078
Canada	2020-04-23	43299	14761	2241
Canada	2020-04-24	44919	15149	2402
Canada	2020-04-25	46371	16013	2571
Canada	2020-04-26	48033	16883	2687
Canada	2020-04-27	49616	18268	2841
Canada	2020-04-28	51150	19231	2983
Canada	2020-04-29	52865	20327	3155
Canada	2020-04-30	54457	21424	3310
Canada	2020-05-01	56343	22764	3537
Canada	2020-05-02	57926	23814	3684
Canada	2020-05-03	60504	24921	3795
Canada	2020-05-04	61957	26030	4003
Canada	2020-05-05	63215	27006	4190
Canada	2020-05-06	64694	28184	4366
Canada	2020-05-07	66201	29260	4541
Canada	2020-05-08	67674	30239	4697
Canada	2020-05-09	68918	31262	4823
Canada	2020-05-10	70091	32109	4991
Canada	2020-05-11	71264	33007	5115
Canada	2020-05-12	72419	34055	5300
Canada	2020-05-13	73568	35177	5425
Canada	2020-05-14	74781	36104	5592
Canada	2020-05-15	75959	36908	5679
Canada	2020-05-16	77206	37832	5800
Canada	2020-05-17	78332	38563	5903
Canada	2020-05-18	79411	39251	5960
Canada	2020-05-19	80493	40069	6028
Canada	2020-05-20	81575	40793	6150
Canada	2020-05-21	82742	41731	6267
Canada	2020-05-22	83947	42608	6360
Canada	2020-05-23	85151	43318	6466
Canada	2020-05-24	86106	43998	6534
Canada	2020-05-25	87119	44651	6655
Canada	2020-05-26	88090	45352	6753
Canada	2020-05-27	88989	46248	6876
Canada	2020-05-28	89976	46961	6982
Canada	2020-05-29	90909	47905	7063
Canada	2020-05-30	91681	48517	7159
Canada	2020-05-31	92479	49213	7374
Canada	2020-06-01	93288	50091	7404
Canada	2020-06-02	93960	50725	7478
Canada	2020-06-03	94641	51506	7579
Canada	2020-06-04	95269	52184	7717
Canada	2020-06-05	95947	53074	7778
Canada	2020-06-06	96475	54087	7850
Canada	2020-06-07	97178	54675	7877
Canada	2020-06-08	97779	55343	7910
Canada	2020-06-09	98241	56117	7970
Canada	2020-06-10	98720	57215	8038
Canada	2020-06-11	99159	58131	8071
Canada	2020-06-12	99595	59034	8125
Canada	2020-06-13	100043	59851	8183
Canada	2020-06-14	100404	60668	8218
Canada	2020-06-15	100763	61466	8228
Canada	2020-06-16	101087	61899	8271
Canada	2020-06-17	101491	63280	8312
Canada	2020-06-18	101877	63782	8361
Canada	2020-06-19	102314	64318	8408
Canada	2020-06-20	102762	64826	8466
Canada	2020-06-21	103078	65249	8482
Canada	2020-06-22	103418	65721	8494
Canada	2020-06-23	103767	66135	8512
Canada	2020-06-24	104087	66533	8544
Canada	2020-06-25	104463	66869	8567
Canada	2020-06-26	104629	67182	8571
Canada	2020-06-27	104878	67445	8576
Canada	2020-06-28	105193	67689	8582
Canada	2020-06-29	105830	68698	8628
Canada	2020-06-30	106097	69120	8650
